headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,Asclépio,Etymology,,"Borrowing from Latin Asclepius, from Ancient Greek Ἀσκληπιός ‎.","Borrowing from Latin Asclepius, from Ancient Greek Ἀσκληπιός ‎(Asklēpiós).","<p id=""mwAg"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" lang=""la""><a href=""Asclepius.html"" title=""Asclepius"">Asclepius</a></i>, from <span class=""etyl"" id=""mwBQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span><span> </span><i class=""polytonic mention"" lang=""grc""><a href=""%E1%BC%88%CF%83%CE%BA%CE%BB%CE%B7%CF%80%CE%B9%CF%8C%CF%82.html"" title=""Ἀσκληπιός"">Ἀσκληπιός</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Asklēpiós</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span>.</p>"
Portuguese,Asclépio,Pronunciation,, IPA: /as.ˈklɛ.pju/, (Brazil) IPA(key): /as.ˈklɛ.pju/,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/as.ˈklɛ.pju/</span></li>"
Portuguese,Asclépio,Proper noun, m, Asclepius , (Greek mythology) Asclepius (god of medicine and healing),"<li id=""mwEQ""> <span class=""ib-brac"" id=""mwEg"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwEw"">)</span> <span class=""Latn"" id=""mwFA"" lang=""en""><a href=""Asclepius.html"" title=""Asclepius"">Asclepius</a></span> <span class=""gloss-brac"" id=""mwFQ"">(</span><span class=""gloss-content"">god of medicine and healing</span><span class=""gloss-brac"" id=""mwFg"">)</span></li>"
Portuguese,Asclépio,Related terms,,Esculápio, Esculápio,"<li id=""mwGA""> <span class=""Latn"" id=""mwGQ"" lang=""pt""><a href=""Escul%C3%A1pio.html"" title=""Esculápio"">Esculápio</a></span></li>"
Portuguese,Ascurra,Proper noun,,Ascurra ," Ascurra (municipality in the state of Santa Catarina, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Ascurra"">Ascurra</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Santa Catarina, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Asdrúbal,Proper noun, m,"A male given name, equivalent to English Hasdrubal"," A male given name, equivalent to English Hasdrubal","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Hasdrubal.html"" title=""Hasdrubal"">Hasdrubal</a></span></span></li>"
Portuguese,Aspásia,Proper noun,,Aspásia ," Aspásia (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Asp%C3%A1sia.html"" title=""Aspásia"">Aspásia</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Assaí,Etymology,,From Japanese あさひ ‎[1].,"From Japanese あさひ ‎(asahi, “morning sun”)[1].","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Japanese%20language"" title=""w:Japanese language"">Japanese</a></span></span> <i class=""Jpan mention"" id=""mwBQ"" lang=""ja""><a href=""%E3%81%82%E3%81%95%E3%81%B2.html"" title=""あさひ"">あさひ</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">asahi</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">morning sun</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span><sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup>.</p>"
Portuguese,Assaí,Pronunciation,," IPA: /ˌa.sa.ˈi/,  Homophone: açaí"," (Brazil) IPA(key): /ˌa.sa.ˈi/,  Homophone: açaí","<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ˌa.sa.ˈi/</span></li>, <li id=""mwDQ""> <span id=""mwDg"">Homophone: </span><span class=""Latn"" lang=""pt""><a href=""a%C3%A7a%C3%AD.html"" title=""açaí"">açaí</a></span></li>"
Portuguese,Assaí,Proper noun,,"A town and municipality in Paraná, Brazil."," A town and municipality in Paraná, Brazil.","<li id=""mwFA""> <span id=""mwFQ"">A town and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>.</span></li>"
Portuguese,Assaí,References,,"↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">↑ </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1""><b id=""mwGA"">2006</b><span id=""mwGQ"">, João Carlos Vicente Ferreira, </span><i id=""mwGg"">Municípios paranaenses: origens e significados de seus nomes</i><span id=""mwGw"">.</span></span></li>"
Portuguese,Assis Chateaubriand,Etymology,,"After Brazilian journalist, lawyer and politician Francisco de Assis Chateaubriand Bandeira de Melo[1].","After Brazilian journalist, lawyer and politician Francisco de Assis Chateaubriand Bandeira de Melo[1].","<p id=""mwAQ"">After Brazilian journalist, lawyer and politician <a class=""external"" href=""https://en.wikipedia.org/wiki/Francisco%20de%20Assis%20Chateaubriand%20Bandeira%20de%20Melo"" id=""mwAg"" title=""wikipedia:Francisco de Assis Chateaubriand Bandeira de Melo"">Francisco de Assis Chateaubriand Bandeira de Melo</a><sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup>.</p>"
Portuguese,Assis Chateaubriand,Pronunciation,, IPA: /a.ˈsis ʃa.ˌto.bɾi.ˈɐ̃/, (Brazil) IPA(key): /a.ˈsis ʃa.ˌto.bɾi.ˈɐ̃/,"<li id=""mwBA""> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˈsis ʃa.ˌto.bɾi.ˈɐ̃/</span></li>"
Portuguese,Assis Chateaubriand,Proper noun,,Assis Chateaubriand ," Assis Chateaubriand (a city and municipality in Paraná, Brazil)","<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""en""><a href="""" title=""Assis Chateaubriand"">Assis Chateaubriand</a></span><span> (a city and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>)</span></li>"
Portuguese,Assis Chateaubriand,References,,"↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">↑ </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1""><b id=""mwEQ"">2006</b><span id=""mwEg"">, João Carlos Vicente Ferreira, </span><i id=""mwEw"">Municípios paranaenses: origens e significados de seus nomes</i><span id=""mwFA"">.</span></span></li>"
Portuguese,Associação de Nações do Sudeste Asiático,Proper noun, f,ASEAN , ASEAN (Association of Southeast Asian Nations),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""ASEAN.html"" title=""ASEAN"">ASEAN</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">Association of Southeast Asian Nations</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Associação de Nações do Sudeste Asiático,Synonyms,,ANSEA , ANSEA (abbreviation),"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""pt""><a href=""ANSEA.html"" title=""ANSEA"">ANSEA</a></span> <span class=""ib-brac"" id=""mwDA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">abbreviation</span></span><span class=""ib-brac"" id=""mwDQ""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Assuero,Alternative forms,,"Aasvero, Assuerus, Ahasverus, Ahasvero, Aasverus"," Aasvero, Assuerus, Ahasverus, Ahasvero, Aasverus","<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Aasvero.html"" title=""Aasvero"">Aasvero</a></span>, <span class=""Latn"" id=""mwBQ"" lang=""pt""><a href=""Assuerus.html"" title=""Assuerus"">Assuerus</a></span>, <span class=""Latn"" id=""mwBg"" lang=""pt""><a href=""Ahasverus.html"" title=""Ahasverus"">Ahasverus</a></span>, <span class=""Latn"" id=""mwBw"" lang=""pt""><a href=""Ahasvero.html"" title=""Ahasvero"">Ahasvero</a></span>, <span class=""Latn"" id=""mwCA"" lang=""pt""><a href=""Aasverus.html"" title=""Aasverus"">Aasverus</a></span></li>"
Portuguese,Assuero,Proper noun, m, Ahasuerus , (biblical) Ahasuerus (biblical king of Persia),"<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwDw"">)</span> <span class=""Latn"" id=""mwEA"" lang=""en""><a href=""Ahasuerus.html"" title=""Ahasuerus"">Ahasuerus</a></span> <span class=""gloss-brac"" id=""mwEQ"">(</span><span class=""gloss-content"">biblical king of Persia</span><span class=""gloss-brac"" id=""mwEg"">)</span></li>"
Portuguese,Assuerus,Proper noun, m,Alternative form of Assuero, Alternative form of Assuero,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Assuero.html"" title=""Assuero"">Assuero</a></i></span></span></li>"
Portuguese,Assunção,Proper noun, f, Assumption ," (Catholicism, Eastern Orthodoxy) Assumption (the ascent of the Virgin Mary into Heaven)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">Catholicism<span class=""ib-comma"">,</span><span> </span>Eastern Orthodoxy</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en"">Assumption</span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">the ascent of the Virgin Mary into Heaven</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Assunção,Proper noun, f,Asunción , Asunción (the capital city of Paraguay),"<li id=""mwDA""> <span class=""Latn"" id=""mwDQ"" lang=""en""><a href=""Asunci%C3%B3n.html"" title=""Asunción"">Asunción</a></span><span> (the capital city of </span><span class=""Latn"" lang=""en""><a href=""Paraguay.html"" title=""Paraguay"">Paraguay</a></span><span>)</span></li>"
Portuguese,Assã,Proper noun,,Alternative spelling of Assam, Alternative spelling of Assam,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Assam.html"" title=""Assam"">Assam</a></i></span></span></li>"
Portuguese,Astolfo Dutra,Proper noun,,Astolfo Dutra ," Astolfo Dutra (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Astolfo Dutra"">Astolfo Dutra</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Astorga,Etymology,,From Latin Asturica.,From Latin Asturica.,"<p id=""mwAQ"">From <span class=""etyl"" id=""mwAg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" id=""mwAw"" lang=""la""><a href=""Asturica.html"" title=""Asturica"">Asturica</a></i>.</p>"
Portuguese,Astorga,Pronunciation,, IPA: /as.ˈtɔʁ.ɡɐ/, (Brazil) IPA(key): /as.ˈtɔʁ.ɡɐ/,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwBw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/as.ˈtɔʁ.ɡɐ/</span></li>"
Portuguese,Astorga,Proper noun, f,Astorga ," Astorga (a city in León, Spain)","<li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""en""><a href="""" title=""Astorga"">Astorga</a></span><span> (a city in </span><span class=""Latn"" lang=""en""><a href=""Le%C3%B3n.html"" title=""León"">León</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Spain.html"" title=""Spain"">Spain</a></span><span>)</span></li>"
Portuguese,Astorga,Proper noun, f,"A town and municipality in Paraná, Brazil."," A town and municipality in Paraná, Brazil.","<li id=""mwEQ""> <span id=""mwEg"">A town and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>.</span></li>"
Portuguese,Astracã,Proper noun, f,Alternative spelling of Astrakhan, Alternative spelling of Astrakhan,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Astrakhan.html"" title=""Astrakhan"">Astrakhan</a></i></span></span></li>"
Portuguese,Astreia,Proper noun, f, Astraea , (Greek mythology) Astraea (goddess of justice),"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Astraea.html"" title=""Astraea"">Astraea</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">goddess of justice</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Astreu,Proper noun, m, Astraeus , (Greek mythology) Astraeus (titan-god of the dusk),"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Astraeus.html"" title=""Astraeus"">Astraeus</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">titan-god of the dusk</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Astride,Etymology,,"From Danish Astrid, Norwegian Astrid and Swedish Astrid.","From Danish Astrid, Norwegian Astrid and Swedish Astrid.","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Danish%20language"" title=""w:Danish language"">Danish</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""da""><a href=""Astrid.html"" title=""Astrid"">Astrid</a></i>, <span class=""etylcleanup"" id=""mwBg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Norwegian%20language"" title=""w:Norwegian language"">Norwegian</a></span></span> <i class=""Latn mention"" id=""mwCA"" lang=""no""><a href=""Astrid.html"" title=""Astrid"">Astrid</a></i> and <span class=""etylcleanup"" id=""mwCQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Swedish%20language"" title=""w:Swedish language"">Swedish</a></span></span> <i class=""Latn mention"" id=""mwCw"" lang=""sv""><a href=""Astrid.html"" title=""Astrid"">Astrid</a></i>.</p>"
Portuguese,Astride,Pronunciation,, IPA: /as.ˈtɾi.d͡ʒi/, (Brazil) IPA(key): /as.ˈtɾi.d͡ʒi/,"<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwDw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/as.ˈtɾi.d͡ʒi/</span></li>"
Portuguese,Astride,Proper noun, f,"A female given name, equivalent to English Astrid"," A female given name, equivalent to English Astrid","<li id=""mwFg""> <span class=""use-with-mention"" id=""mwFw"">A female <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Astrid.html"" title=""Astrid"">Astrid</a></span></span></li>"
Portuguese,Astúria,Proper noun, f,Rare form of Astúrias., Rare form of Astúrias.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Rare form of <i class=""Latn mention"" lang=""pt""><a href=""Ast%C3%BArias.html"" title=""Astúrias"">Astúrias</a></i></span><span>.</span></li>"
Portuguese,Astúrias,Alternative forms,,Astúria , Astúria (rare),"<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""pt""><a href=""Ast%C3%BAria.html"" title=""Astúria"">Astúria</a></span> <span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">rare</span></span><span class=""ib-brac"" id=""mwCw""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Astúrias,Proper noun, f pl,Asturias , Asturias (an autonomous community of Spain),"<li id=""mwEA""> <span class=""Latn"" id=""mwEQ"" lang=""en""><a href=""Asturias.html"" title=""Asturias"">Asturias</a></span><span> (an autonomous community of </span><span class=""Latn"" lang=""en""><a href=""Spain.html"" title=""Spain"">Spain</a></span><span>)</span></li>"
Portuguese,Astúrias,Proper noun, f pl, Asturias , (historical) Asturias (a mediaeval kingdom in northern Iberia),"<li id=""mwEw""> <span class=""ib-brac"" id=""mwFA"">(</span><span class=""ib-content"">historical</span><span class=""ib-brac"" id=""mwFQ"">)</span> <span class=""Latn"" id=""mwFg"" lang=""en""><a href=""Asturias.html"" title=""Asturias"">Asturias</a></span><span> (a mediaeval kingdom in northern </span><span class=""Latn"" lang=""en""><a href=""Iberia.html"" title=""Iberia"">Iberia</a></span><span>)</span></li>"
Portuguese,Atalaia,Etymology,,From atalaia ‎.,From atalaia ‎(“fort”).,"<p id=""mwAQ"">From <i class=""Latn mention"" id=""mwAg"" lang=""pt"">atalaia</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">fort</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"">)</span>.</p>"
Portuguese,Atalaia,Pronunciation,," IPA: /ˌa.ta.ˈlaj.ɐ/,  Homophone: atalaia"," (Brazil) IPA(key): /ˌa.ta.ˈlaj.ɐ/,  Homophone: atalaia","<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwBw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ˌa.ta.ˈlaj.ɐ/</span></li>, <li id=""mwCg""> <span id=""mwCw"">Homophone: </span><span class=""Latn"" lang=""pt"">atalaia</span></li>"
Portuguese,Atalaia,Proper noun, f,"Any of various villages in Portugal or Brasil
 A town and municipality in Paraná, Brazil."," Any of various villages in Portugal or Brasil
 A town and municipality in Paraná, Brazil.","<li id=""mwEg""> Any of various villages in <a href=""Portugal.html"" id=""mwEw"" title=""Portugal"">Portugal</a> or <a href=""Brasil.html"" id=""mwFA"" title=""Brasil"">Brasil</a>
<ol id=""mwFQ""><li id=""mwFg""> <span id=""mwFw"">A town and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>.</span></li></ol></li>"
Portuguese,Ataléia,Proper noun,,Ataléia ," Ataléia (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Atal%C3%A9ia.html"" title=""Ataléia"">Ataléia</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Atenas,Alternative forms,,Athenas , Athenas (obsolete),"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Athenas.html"" title=""Athenas"">Athenas</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">obsolete</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Atenas,Pronunciation,, IPA: /a.ˈte.nɐs/, (Brazil) IPA(key): /a.ˈte.nɐs/,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˈte.nɐs/</span></li>"
Portuguese,Atenas,Proper noun, f,Athens , Athens (the capital city of Greece),"<li id=""mwEQ""> <span class=""Latn"" id=""mwEg"" lang=""en""><a href=""Athens.html"" title=""Athens"">Athens</a></span><span> (the capital city of </span><span class=""Latn"" lang=""en""><a href=""Greece.html"" title=""Greece"">Greece</a></span><span>)</span></li>"
Portuguese,Atenas,Proper noun, f, Athens , (historical) Athens (an ancient city state centred in the city of Athens),"<li id=""mwFA""> <span class=""ib-brac"" id=""mwFQ"">(</span><span class=""ib-content"">historical</span><span class=""ib-brac"" id=""mwFg"">)</span> <span class=""Latn"" id=""mwFw"" lang=""en""><a href=""Athens.html"" title=""Athens"">Athens</a></span><span> (an ancient city state centred in the city of Athens)</span></li>"
Portuguese,Atenas,Related terms,,"Atena,  ateniense"," Atena,  ateniense","<li id=""mwGQ""> <span class=""Latn"" id=""mwGg"" lang=""pt""><a href=""Atena.html"" title=""Atena"">Atena</a></span></li>, <li id=""mwGw""> <span class=""Latn"" id=""mwHA"" lang=""pt""><a href=""ateniense.html"" title=""ateniense"">ateniense</a></span></li>"
Portuguese,Atibaia,Proper noun,,Atibaia ," Atibaia (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Atibaia"">Atibaia</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Atlântico,Etymology,,From Latin ātlanticus.,From Latin ātlanticus.,"<p id=""mwAg"">From <span class=""etyl"" id=""mwAw""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" id=""mwBA"" lang=""la""><a href=""atlanticus.html"" title=""atlanticus"">ātlanticus</a></i>.</p>"
Portuguese,Atlântico,Pronunciation,," IPA: /a.ˈtlɐ̃.t͡ʃi.ku/,  Homophone: atlântico"," (Brazil) IPA(key): /a.ˈtlɐ̃.t͡ʃi.ku/,  Homophone: atlântico","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˈtlɐ̃.t͡ʃi.ku/</span></li>, <li id=""mwCw""> <span id=""mwDA"">Homophone: </span><span class=""Latn"" lang=""pt""><a href=""atl%C3%A2ntico.html"" title=""atlântico"">atlântico</a></span></li>"
Portuguese,Atlântico,Proper noun, m,Atlantic , Atlantic (an ocean),"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""en""><a href=""Atlantic.html"" title=""Atlantic"">Atlantic</a></span><span> (an ocean)</span></li>"
Portuguese,Atlântico,Synonyms,,oceano Atlântico, oceano Atlântico,"<li id=""mwFg""> <span class=""Latn"" id=""mwFw"" lang=""pt""><a href=""oceano_Atl%C3%A2ntico.html"" title=""oceano Atlântico"">oceano Atlântico</a></span></li>"
Portuguese,Atlântida,Proper noun, f, Atlantis ," (Greek mythology, fantasy) Atlantis (a legendary city sunken in an unknown location)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a><span class=""ib-comma"">,</span><span> </span>fantasy</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Atlantis.html"" title=""Atlantis"">Atlantis</a></span><span> (a legendary city sunken in an unknown location)</span></li>"
